pps,bps,duration,tcp_ratio,udp_ratio,icmp_ratio,label
11.756214367959624,2.850874846902695,0.17403637958058193,0.9084658061643861,0.020666441580329965,0.025211927446297307,1
9.841952327561739,4.092160404366433,0.12269518304512542,0.9233991567457105,0.02982718435074836,0.07242162124456503,1
4.050150357068681,2.9238995405319455,0.031329479781238886,0.8303231635249402,0.026154066060572412,0.04648359154749261,1
5.424281343415603,2.37386820302136,0.12765877622233562,0.834870096667652,0.0660769892778802,0.03228095397900919,1
0.36995338275414286,0.10356966485358944,0.49562658768929535,0.7081620888804069,0.08493293179228689,0.011431262538151715,0
7.264388319011508,1.8541943489439403,0.16229008936854816,0.9436131769576439,0.05278421685914393,0.07083336500576724,1
6.864425999976609,2.4177840915396556,0.034741379311305734,0.7971201146488103,0.0679967451195885,0.06987643161321112,1
10.485642609002642,1.6745870050532292,0.12156065815050225,0.8837599610069818,0.07161602471419493,0.0303888960445148,1
4.80692223418409,1.6491987373405295,0.07878005567821077,0.9310704875729933,0.03893639805958114,0.048441709354132695,1
8.523883275457456,0.5772692481493324,0.0645517588183728,0.9187049435290248,0.04859673775301778,0.07582291827685504,1
14.825997924218399,2.0474718403457586,0.0884675092015013,0.8925088441235747,0.06489022358468371,0.06151137188014458,1
12.803964923151032,5.389466041494204,0.12125664183226426,0.9102100563157753,0.06303396712993041,0.049610078187750636,1
13.871861055570761,3.151093439484084,0.10709428003827788,0.9248017314177966,0.04210216779423862,0.03718268428380469,1
0.44594153647510093,0.2710511880513029,0.5188120674853979,0.6970965543006528,0.08468856570706604,0.13742631365609995,0
0.609950244329017,0.20045675533501167,0.4694886588262586,0.7089531331166835,0.07556261966500079,0.09258362301113762,0
11.803581267862878,3.354336668393863,0.014954936908649547,0.9586408936992058,0.05657315519442702,0.07217849149659258,1
0.44823726590141566,-0.0018592491943613398,0.7901586890076471,0.6859044072781589,0.12312779769038372,0.05929340808722751,0
0.3266858891149007,0.27367559576172307,0.40782256752440416,0.7338902874791421,0.13144682701835858,0.12825059144566744,0
0.5316783911504936,0.23457383944834265,0.5795894554608038,0.7774188408048847,0.10932768009411505,0.16403585240555002,0
7.574863368839867,4.335435265604607,0.16232413625927192,0.9763191105474813,0.07412119558415778,0.07698493036517187,1
0.46683181886759956,0.07119953750068667,0.5267782756484315,0.939940391792728,0.1424346789175691,0.09135337948119172,0
0.6168977577294924,0.25584062890741366,0.6476625203142029,0.9128308529151583,0.057780278250741446,0.10779830634130791,0
7.854279527413684,5.168617691290842,0.16713379012845936,0.926579998925206,0.035895572966319525,0.04313556497184525,1
0.321691302029099,0.2594489129883649,0.6918977837057645,0.8531608902134048,0.07336335401869641,0.11222913666759443,0
6.781674543297549,4.030857647082787,0.15096197659490157,0.8916176346774398,0.05286197782244942,0.046996278146909064,1
-0.025336951199722346,0.34726246820267925,0.46863287813300414,0.7613161712031676,0.08338639108820671,0.10879025408808078,0
0.31673581618531604,0.22723406801316276,0.20229349535497154,0.7892565489753582,0.12498937538899745,0.06700302382585416,0
0.3481734676892604,0.26115839257817425,0.4854454966279803,1.0103899302681767,0.12199918761736891,0.14738633975003468,0
11.296229405091237,5.899358872958434,0.06538166067189724,0.8531660586707713,0.060782335787210304,0.06976100987581568,1
8.853732765813467,4.7359965815042315,0.1366220012794402,0.8580207084965863,0.06302568186676158,0.06783099690977167,1
0.5487906395817,0.3445067328873769,0.5586987921377151,0.8163246643050861,0.19158154701856855,0.15954834468610146,0
5.288212892192344,1.9618130815390469,0.08772555079226214,0.9223065882003129,0.0531471592125324,0.04502309092498248,1
8.432452130452683,0.9758575139639505,0.1477302585051125,0.9762716123428953,0.060403935944152734,0.03889419586530038,1
7.980968845425469,6.189571051462341,0.10784615116808799,0.8494512578350453,0.06690660930146401,0.04597506871808264,1
0.1168261947383103,0.11684467918658603,0.7840784648513484,0.7634278594461709,0.08336877364788055,0.02605605325235477,0
11.101324549778013,3.3521351378595488,0.07052185030868159,0.8986098838956419,0.061969213812056896,0.08948688247121891,1
7.917697165267814,2.661007608470824,-0.08253796292999072,0.8796100683728594,0.03638552678123902,0.06889341588714559,1
7.802510822388801,4.646486472633614,0.1310116917877132,0.9584380683828424,0.05047475231573825,0.031247684152818558,1
1.5602259466503199,5.166484285340076,0.11445640943538403,0.8891206479112187,0.09489619083512713,0.06533092545585514,1
6.81844146981826,0.5885908234331918,0.061683834451831974,0.8825756052526184,0.04050217518065523,0.030582007986735275,1
5.554452818428965,3.2054608868160086,0.07324931885103787,0.8472088222272701,0.042030258512515684,0.02713141963351975,1
0.23800249765364645,0.23789275656833261,0.5948844201256844,0.8473805374422057,0.06659836590959003,0.07590368467878209,0
0.6093467136402759,0.44826777621743213,0.7292342481491693,0.8399449725617747,0.09539686785732189,0.14166380937879508,0
12.631941673547557,1.6632843956651708,0.12933881611798714,0.9054385953703152,0.046039284742178097,0.029398943761559816,1
0.5721721219131362,0.18458099319874907,0.8418223461353149,0.828933741094715,0.05915799849992856,0.05174216797835059,0
0.4577231540364062,0.3205344969426681,0.5695303523395013,0.8837572626896988,0.08604921683299717,0.19061035670833776,0
0.6437726839081399,0.17669788005262405,0.5714039877038384,0.8904668714266836,0.12560360867433606,0.03584355725647806,0
3.908149959880567,5.372719696465582,0.08925938780187802,0.958201293298409,0.02172493082570681,0.07698298783226776,1
7.942322015509082,5.209930856978625,0.06889892236435047,0.9137836100349699,0.07127472195298115,0.003224234000722838,1
0.5705499217251027,0.2051793671962983,0.2055270320443756,0.8788228496808473,0.09940617707589917,0.1797741672183878,0
0.6935557723329925,0.2500084817234859,0.5430848290075246,0.8409185078327431,0.0561759033084604,0.09108818641995144,0
0.5444087096292144,0.1329090791678993,0.3672399310997275,0.8310419276483616,0.08805324665479757,0.12387525987991463,0
0.47356612887112565,0.11850816568650202,1.061339991632071,0.5870126226917597,0.1728324750444023,0.061501993078835165,0
11.341640204301054,1.2435822769393274,0.001612607794374915,0.8580265811718344,0.06317120752607301,0.033560212751437515,1
6.224515584107319,5.247555460014837,0.14453488411538248,0.851878536671062,0.043603934045864275,0.06269355588705043,1
6.712920091955791,1.978365251977136,0.0077346820185312665,0.8719820219497367,0.04286698564245895,0.04205198130180123,1
0.46831267117455333,0.24242914066427282,0.7789675964328644,0.7046026261435299,0.020479826324127995,0.07540058120784666,0
0.3421322988560651,0.2597987066591855,0.39580296471774545,0.7271546754353064,0.04453040082796059,0.03708864454840302,0
0.6758834082274806,0.1575987068747841,0.4705533703554166,0.841949767016683,0.07989444352368408,0.08109442842697984,0
6.648831216120435,2.5617445232226346,0.05323181568895719,0.832365302764484,0.09342269484190843,0.07094592692786018,1
11.557796980556805,5.083381442182725,0.08870909002003294,0.8737677222039126,0.029074459515456386,0.047866770747533344,1
6.141802571683702,1.523413888733791,0.07850173886430703,0.9007743885805983,0.05317433659329382,0.057745783781734214,1
9.537230057010396,3.22816931168808,0.15851345143732987,0.9249767633444321,0.04277595459009022,0.059619554581684595,1
11.900067444608336,3.1642785217317764,0.10648394342943866,0.8548002738580528,0.05714831385209604,0.025155602770398605,1
3.7291394928744586,3.289444883692027,0.04475650523723906,0.8724190738596437,0.05412715176023244,0.043843637676257215,1
0.41709675650646993,0.22857472628161063,0.8623073916481143,0.7616639572109409,0.18364769228104044,0.10851697744999565,0
9.583199136388478,2.9101407689041716,0.15326566586958215,0.7925454691273233,0.06487500910734688,0.05126692755251535,1
0.6730806540004479,0.21398702657020496,0.6291194276167227,0.7791275455048055,0.12437485171173417,0.08347079275460438,0
5.082752163511396,1.8444424772055554,0.10103819520894843,0.8714445768715159,0.04204603549117945,0.0739972672365079,1
0.6557548615955564,0.27418382515930123,0.6238518835696132,0.7292354636799921,0.10247277810723301,0.08393012084058327,0
9.943834737250823,1.6881314144829602,0.13177173645567433,0.8106282518108953,0.03910457528660135,0.04615827832893277,1
6.637708014476242,2.3399390208150774,0.08327064122110171,0.8783842728672674,0.056262551687222245,0.07532560149158171,1
13.74041070228528,0.9133646160977755,0.05264135351956814,0.9440683016062685,0.0595010009244686,0.027346931920678247,1
10.885067060281447,1.4620579439796724,0.005864632242314913,0.8445323705217751,0.06044381401688273,0.03957963702572638,1
